4, 0.00100000
16388, 0.01000000
32772, 0.01700000
49156, 0.02400000
65540, 0.03100000
81924, 0.03800000
98308, 0.04600000
114692, 0.05500000
131076, 0.06800000
147460, 0.06900000
163844, 0.07600000
180228, 0.08400000
196612, 0.10000000
212996, 0.09900000
229380, 0.10700000
245764, 0.11400000
262148, 0.12200000
278532, 0.12900000
294916, 0.13700000
311300, 0.14400000
327684, 0.15200000
344068, 0.15900000
360452, 0.16700000
376836, 0.17400000
393220, 0.18200000
409604, 0.19000000
425988, 0.19800000
442372, 0.20400000
458756, 0.21300000
475140, 0.22000000
491524, 0.22800000
507908, 0.23500000
524292, 0.24300000
540676, 0.25000000
557060, 0.26600000
573444, 0.26600000
589828, 0.27300000
606212, 0.28000000
622596, 0.28900000
638980, 0.29500000
655364, 0.30400000
671748, 0.31100000
688132, 0.36800000
704516, 0.32600000
720900, 0.33400000
737284, 0.34100000
753668, 0.35700000
770052, 0.36500000
786436, 0.36400000
802820, 0.37100000
819204, 0.37900000
835588, 0.38700000
851972, 0.39400000
868356, 0.40200000
884740, 0.40900000
901124, 0.41700000
917508, 0.44100000
933892, 0.44100000
950276, 0.43900000
966660, 0.44800000
983044, 0.45400000
999428, 0.46300000
1015812, 0.50400000
1032196, 0.51500000
1048580, 0.59700000
1064964, 0.61500000
1081348, 0.59600000
1097732, 0.60300000
1114116, 0.67300000
1130500, 0.65600000
1146884, 0.60800000
1163268, 0.55900000
1179652, 0.70300000
1196036, 0.63600000
1212420, 0.58500000
1228804, 0.57100000
1245188, 0.61000000
1261572, 0.59300000
1277956, 0.60300000
1294340, 0.60000000
1310724, 0.65200000
1327108, 0.61400000
1343492, 0.62200000
1359876, 0.62900000
1376260, 0.64500000
1392644, 0.66000000
1409028, 0.65200000
1425412, 0.65900000
1441796, 0.69800000
1458180, 0.71000000
1474564, 0.69000000
1490948, 0.69500000
1507332, 0.73300000
1523716, 0.70400000
1540100, 0.71100000
1556484, 0.71800000
1572868, 0.73400000
1589252, 0.74700000
1605636, 0.72000000
1622020, 0.74800000
1638404, 0.83100000
1654788, 0.81600000
1671172, 0.75000000
1687556, 0.75700000
1703940, 0.78500000
1720324, 0.78500000
1736708, 0.81800000
1753092, 0.84500000
1769476, 0.81400000
1785860, 0.90800000
1802244, 0.83500000
1818628, 0.91600000
1835012, 0.85100000
1851396, 0.83100000
1867780, 0.83800000
1884164, 0.86900000
1900548, 0.88200000
1916932, 0.86000000
1933316, 0.90200000
1949700, 0.91300000
1966084, 0.97500000
1982468, 0.92500000
1998852, 0.95100000
2015236, 0.94900000
2031620, 0.96600000
2048004, 0.94600000
2064388, 1.10900000
2080772, 1.07200000
2097156, 1.03500000
2113540, 1.03000000
2129924, 1.05900000
2146308, 1.07200000
2162692, 1.07000000
2179076, 1.05400000
2195460, 1.09000000
2211844, 1.12500000
2228228, 1.10500000
2244612, 1.09800000
2260996, 1.04500000
2277380, 1.07300000
2293764, 1.05900000
2310148, 1.08400000
2326532, 1.11100000
2342916, 1.09900000
2359300, 1.09200000
2375684, 1.09900000
2392068, 1.10600000
2408452, 1.13700000
2424836, 1.15400000
2441220, 1.16900000
2457604, 1.15400000
2473988, 1.14500000
2490372, 1.37700000
2506756, 1.40700000
2523140, 1.54200000
2539524, 1.29200000
2555908, 1.29000000
2572292, 1.33600000
2588676, 1.22500000
2605060, 1.19900000
2621444, 1.21600000
2637828, 1.31800000
2654212, 1.42300000
2670596, 1.33100000
2686980, 1.41700000
2703364, 1.24900000
2719748, 1.25700000
2736132, 1.26500000
2752516, 1.42100000
2768900, 1.46600000
2785284, 1.33000000
2801668, 1.39900000
2818052, 1.41100000
2834436, 1.40800000
2850820, 1.47000000
2867204, 1.34400000
2883588, 1.33400000
2899972, 1.34900000
2916356, 1.34800000
2932740, 1.40800000
2949124, 1.87100000
2965508, 2.00100000
2981892, 1.81400000
2998276, 1.43000000
3014660, 1.40700000
3031044, 1.40200000
3047428, 1.41100000
3063812, 1.42600000
3080196, 1.42400000
3096580, 1.55700000
3112964, 1.69600000
3129348, 1.44800000
3145732, 1.49400000
3162116, 1.51500000
3178500, 1.60200000
3194884, 1.57300000
3211268, 1.63300000
3227652, 1.49800000
3244036, 1.60100000
3260420, 1.66400000
3276804, 1.58500000
3293188, 1.67500000
3309572, 1.67700000
3325956, 1.63200000
3342340, 1.67500000
3358724, 1.63500000
3375108, 1.66500000
3391492, 1.69500000
3407876, 1.68500000
3424260, 2.04600000
3440644, 1.66300000
3457028, 1.69100000
3473412, 1.79200000
3489796, 1.62300000
3506180, 1.87100000
3522564, 2.04400000
3538948, 1.93400000
3555332, 1.69100000
3571716, 1.68100000
3588100, 1.66200000
3604484, 1.71000000
3620868, 1.69700000
3637252, 1.71900000
3653636, 1.71900000
3670020, 1.70400000
3686404, 1.71900000
3702788, 1.70600000
3719172, 1.78400000
3735556, 1.72300000
3751940, 1.72100000
3768324, 1.78700000
3784708, 1.74100000
3801092, 1.76300000
3817476, 1.78400000
3833860, 1.80700000
3850244, 1.75000000
3866628, 2.36100000
3883012, 2.27700000
3899396, 1.92900000
3915780, 1.79400000
3932164, 1.86200000
3948548, 1.84300000
3964932, 1.83700000
3981316, 1.85100000
3997700, 1.94300000
4014084, 1.92100000
4030468, 1.90200000
4046852, 1.89100000
4063236, 1.90900000
4079620, 1.94700000
4096004, 1.91100000
4112388, 1.92400000
4128772, 1.86000000
4145156, 2.05200000
4161540, 1.90100000
4177924, 2.28600000
4194308, 2.27700000
4210692, 2.13400000
4227076, 2.02300000
4243460, 1.96500000
4259844, 2.02400000
4276228, 2.03500000
4292612, 1.93100000
4308996, 1.97600000
4325380, 1.97600000
4341764, 2.10000000
4358148, 2.02200000
4374532, 2.06300000
4390916, 2.01600000
4407300, 2.07800000
4423684, 2.05400000
4440068, 2.12300000
4456452, 2.06300000
4472836, 2.06400000
4489220, 2.11100000
4505604, 2.13500000
4521988, 2.19100000
4538372, 2.12700000
4554756, 2.20300000
4571140, 2.13300000
4587524, 2.24800000
4603908, 2.28100000
4620292, 2.29000000
4636676, 2.33600000
4653060, 2.27500000
4669444, 2.17400000
4685828, 2.17400000
4702212, 2.30800000
4718596, 2.25100000
4734980, 2.31900000
4751364, 2.65000000
4767748, 2.52000000
4784132, 2.47900000
4800516, 2.28100000
4816900, 2.28200000
4833284, 2.23100000
4849668, 2.19600000
4866052, 2.34100000
4882436, 2.30000000
4898820, 2.28600000
4915204, 2.28500000
4931588, 2.38700000
4947972, 2.32400000
4964356, 2.42900000
4980740, 2.73300000
4997124, 3.40000000
5013508, 2.54300000
5029892, 2.43200000
5046276, 2.46100000
5062660, 2.34900000
5079044, 2.42000000
5095428, 2.36400000
5111812, 2.47200000
5128196, 2.51400000
5144580, 2.59200000
5160964, 2.40500000
5177348, 2.41500000
5193732, 2.46500000
5210116, 2.46000000
5226500, 2.43900000
5242884, 2.50200000
5259268, 2.46300000
5275652, 2.44700000
5292036, 2.47300000
5308420, 2.47400000
5324804, 2.47900000
5341188, 2.49300000
5357572, 2.58800000
5373956, 2.53500000
5390340, 2.86700000
5406724, 2.64000000
5423108, 2.50000000
5439492, 3.15900000
5455876, 2.51600000
5472260, 2.58700000
5488644, 2.60600000
5505028, 2.60900000
5521412, 2.58600000
5537796, 2.55500000
5554180, 2.65900000
5570564, 2.62300000
5586948, 2.68100000
5603332, 2.61800000
5619716, 2.68800000
5636100, 2.63700000
5652484, 2.70000000
5668868, 2.58500000
5685252, 2.69400000
5701636, 2.63000000
5718020, 2.71200000
5734404, 2.62200000
5750788, 2.69600000
5767172, 2.70000000
5783556, 4.75400000
5799940, 2.73700000
5816324, 2.75000000
5832708, 2.76900000
5849092, 2.71900000
5865476, 2.90200000
5881860, 2.88500000
5898244, 2.82200000
5914628, 2.80600000
5931012, 2.74100000
5947396, 2.76100000
5963780, 2.78300000
5980164, 2.89000000
5996548, 2.78900000
6012932, 2.78400000
6029316, 2.98700000
6045700, 3.04000000
6062084, 3.02400000
6078468, 3.01600000
6094852, 3.03500000
6111236, 3.00000000
6127620, 3.01300000
6144004, 2.93300000
6160388, 2.95800000
6176772, 2.86700000
6193156, 2.90200000
6209540, 2.99900000
6225924, 3.12900000
6242308, 3.21800000
6258692, 3.10700000
6275076, 2.90300000
